time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P(Pa)
2022-10-03 7:3:26.7360,0.065,-0.023,-0.999,-0.21,0.1,0.06,0.01,-0.05,0.0,101825.508
2022-10-03 7:3:26.7460,0.067,-0.028,-0.994,-0.21,0.1,0.06,0.01,-0.05,0.0,101825.508
2022-10-03 7:3:26.7560,0.037,-0.045,-1.001,-0.04,0.28,-0.01,-0.0,-0.06,-0.0,101825.508
2022-10-03 7:3:26.7660,0.071,-0.011,-1.001,-0.04,0.28,-0.01,0.02,-0.03,-0.0,101825.508
2022-10-03 7:3:26.7760,0.068,-0.024,-0.979,0.01,0.08,0.22,0.01,-0.03,-0.01,101825.508
2022-10-03 7:3:26.7860,0.06,-0.02,-0.997,-0.13,0.01,-0.35,-0.0,-0.03,-0.01,101825.508
2022-10-03 7:3:26.7960,0.055,-0.02,-1.008,-0.1,0.06,-0.01,-0.0,-0.04,-0.01,101825.508
2022-10-03 7:3:26.8060,0.056,-0.03,-0.979,0.03,0.03,0.0,-0.01,-0.03,-0.01,101825.508
2022-10-03 7:3:26.8160,0.054,-0.004,-0.996,-0.05,0.12,0.03,-0.01,-0.04,-0.01,101825.508
2022-10-03 7:3:26.8260,0.044,-0.004,-1.009,-0.04,0.0,-0.23,-0.02,-0.04,-0.01,101825.508
2022-10-03 7:3:26.8350,0.056,0.008,-1.003,-0.01,-0.13,0.16,-0.01,-0.03,-0.01,101825.508
2022-10-03 7:3:26.8450,0.07,-0.011,-0.981,0.05,-0.18,0.15,-0.01,-0.02,-0.0,101825.508
2022-10-03 7:3:26.8550,0.058,0.007,-0.997,-0.14,-0.13,-0.2,0.01,-0.03,-0.0,101825.508
2022-10-03 7:3:26.8650,0.073,0.013,-1.002,-0.08,-0.08,-0.08,-0.01,-0.04,0.0,101825.508
2022-10-03 7:3:26.8750,0.012,-0.028,-1.019,-0.14,-0.33,0.09,-0.0,-0.02,0.02,101825.508
2022-10-03 7:3:26.8850,0.038,0.009,-0.983,0.07,0.05,0.18314531922340394,0.0,0.0,0.01,101825.508
2022-10-03 7:3:26.8950,0.056,0.057,-1.043,0.57,-0.19,0.23,0.02,0.03,0.01,101825.508
2022-10-03 7:3:26.9050,0.126,0.088,-0.91,0.57,-0.19,0.23,-0.05,-0.09,0.01,101825.508
2022-10-03 7:3:26.9150,0.102,-0.038,-0.958,-0.69,0.12,-0.13,-0.02,-0.08,0.0,101825.508
2022-10-03 7:3:26.9250,0.001,-0.05,-1.041,-0.69,0.12,-0.13,-0.01,-0.01,0.01,101825.508
2022-10-03 7:3:26.9350,0.024,-0.058,-1.059,0.12,0.07,0.1,-0.01,-0.0,0.01,101825.508
2022-10-03 7:3:26.9450,0.045,-0.023,-0.974,0.51,0.57,0.52,-0.04,-0.05,0.01,101825.508
2022-10-03 7:3:26.9550,0.044,0.035,-0.998,-0.03,0.16,-0.06,-0.01,-0.01,-0.01,101825.508
2022-10-03 7:3:26.9650,0.022,0.039,-0.985,-0.07,-0.23,0.12,-0.0,-0.01,-0.01,101825.508
2022-10-03 7:3:26.9750,0.092,-0.023,-0.954,-0.27,-0.16,-0.26,-0.0,-0.01,-0.01,101825.508
2022-10-03 7:3:26.9850,0.064,-0.036,-0.946,-0.18,0.15,-0.69,-0.01,-0.03,-0.01,101825.508
2022-10-03 7:3:26.9940,0.069,-0.059,-0.961,-0.25,0.44,-0.27,-0.02,-0.03,-0.0,101825.508
2022-10-03 7:3:27.0040,0.059,-0.023,-1.016,-0.25,0.44,-0.27,-0.02,-0.03,0.01,101825.508
2022-10-03 7:3:27.0150,0.018,-0.002,-1.025,0.21,-0.06,0.4,-0.02,-0.02,0.0,101825.508
2022-10-03 7:3:27.0240,0.067,-0.019,-0.967,0.01,-0.05,-0.16,-0.02,-0.02,0.01,101825.508
2022-10-03 7:3:27.0340,0.059,-0.026,-0.977,-0.21,0.08,-0.31,-0.02,-0.01,0.0,101825.508
2022-10-03 7:3:27.0440,0.066,-0.032,-1.012,-0.21,0.08,-0.31,-0.03,-0.02,0.0,101825.508
2022-10-03 7:3:27.0540,0.064,-0.024,-1.004,-0.18,0.14,0.11,-0.03,-0.03,-0.0,101825.508
2022-10-03 7:3:27.0640,0.077,-0.007,-0.933,-0.23,-0.04,-0.36,-0.02,-0.03,-0.0,101825.508
2022-10-03 7:3:27.0740,0.07,-0.012,-0.965,-0.23,-0.04,-0.36,-0.02,-0.03,-0.01,101825.508
2022-10-03 7:3:27.0840,0.057,-0.007,-0.981,-0.11,-0.06,-0.15,-0.02,-0.02,-0.01,101825.508
2022-10-03 7:3:27.0940,0.057,-0.008,-0.978,-0.11,-0.06,-0.15,-0.02,-0.03,-0.01,101825.508
2022-10-03 7:3:27.1040,0.062,0.002,-0.95,-0.11,-0.13,-0.33,-0.02,-0.03,-0.01,101825.508
2022-10-03 7:3:27.1140,0.072,0.002,-0.957,-0.11,-0.13,-0.33,-0.01,-0.03,-0.0,101825.508
2022-10-03 7:3:27.1240,0.076,0.004,-0.976,-0.26,-0.17,-0.3,-0.01,-0.04,-0.01,101825.508
2022-10-03 7:3:27.1340,0.086,0.008,-0.967,-0.26,-0.17,-0.3,-0.01,-0.03,-0.0,101825.508
2022-10-03 7:3:27.1430,0.084,0.0,-0.979,-0.34,-0.2,-0.22,-0.01,-0.04,-0.0,101825.508
2022-10-03 7:3:27.1530,0.084,-0.004,-0.973,-0.39,-0.17,-0.32,-0.01,-0.04,0.0,101825.508
2022-10-03 7:3:27.1640,0.089,-0.01,-0.959,-0.41,-0.06,-0.38,-0.02,-0.05,0.01,101825.508
2022-10-03 7:3:27.1740,0.09,-0.011,-0.956,-0.41,-0.06,-0.38,-0.02,-0.05,0.01,101825.508
2022-10-03 7:3:27.1830,0.09,-0.006,-0.971,-0.43,-0.02,-0.41,-0.02,-0.05,0.01,101825.508
2022-10-03 7:3:27.1940,0.092,-0.007,-0.971,-0.44,-0.06,-0.25,-0.02,-0.05,0.01,101825.508
2022-10-03 7:3:27.2030,0.099,0.002,-0.962,-0.44,-0.06,-0.25,-0.02,-0.06,0.01,101825.508
2022-10-03 7:3:27.2130,0.104,0.009,-0.951,-0.52,-0.1,-0.31,-0.02,-0.06,0.01,101825.508
2022-10-03 7:3:27.2230,0.111,0.013,-0.956,-0.56,-0.2,-0.45,-0.02,-0.06,0.01,101825.508
2022-10-03 7:3:27.2330,0.116,0.009,-0.962,-0.7,-0.24,-0.39,-0.01,-0.07,0.01,101825.508
2022-10-03 7:3:27.2430,0.125,-0.003,-0.958,-0.7,-0.24,-0.39,-0.02,-0.07,0.01,101825.508
2022-10-03 7:3:27.2530,0.132,-0.009,-0.95,-0.76,-0.14,-0.36,-0.01,-0.08,0.01,101825.508
2022-10-03 7:3:27.2630,0.125,-0.01,-0.966,-0.86,-0.05,-0.49,-0.02,-0.08,0.01,101825.508
2022-10-03 7:3:27.2730,0.135,0.002,-0.975,-0.7944455493986607,-0.07,-0.21,-0.02,-0.07,0.02,101825.508
2022-10-03 7:3:27.2830,0.137,0.01,-0.973,-0.8,-0.07,-0.21,-0.02,-0.08,0.02,101825.508
2022-10-03 7:3:27.2920,0.121,0.005,-0.988,-0.98,-0.22,-0.38,-0.03,-0.09,0.02,101825.508
2022-10-03 7:3:27.3030,0.137,-0.008,-0.972,-0.85,-0.19,-0.08,-0.02,-0.09,0.02,101825.508
2022-10-03 7:3:27.3120,0.147,0.0,-0.969,-1.04,-0.08,-0.34,-0.03,-0.09,0.03,101825.508
2022-10-03 7:3:27.3220,0.087,0.022,-0.957,-1.04,-0.08,-0.34,-0.02,-0.12,0.02,101825.508
2022-10-03 7:3:27.3330,0.105,0.012,-1.021,-0.81,-0.16,-0.49,-0.01,-0.08,0.02,101825.508
2022-10-03 7:3:27.3420,0.132,-0.008,-0.95,-0.8080686116963626,-0.05,-0.54,-0.01,-0.11,0.02,101825.508
2022-10-03 7:3:27.3520,0.094,-0.006,-1.0,-0.89,-0.05,-0.04,-0.0,-0.08,0.02,101825.508
2022-10-03 7:3:27.3620,0.065,-0.015,-1.026,-0.12,0.01,0.1,-0.02,-0.09,0.03,101825.508
2022-10-03 7:3:27.3720,0.099,0.024,-0.983,-0.12,0.01,0.1,-0.02,-0.09,0.03,101825.508
2022-10-03 7:3:27.3820,-0.03,-0.019,-1.055,0.15,-0.34,0.41,-0.06,-0.14,-0.07,101825.508
2022-10-03 7:3:27.3920,0.144,-0.098,-0.907,-0.46,0.77,-0.72,-0.06,-0.15,0.02,101825.508
2022-10-03 7:3:27.4020,0.002,-0.064,-1.061,-0.46,0.77,-0.72,-0.07,-0.14,-0.04,101825.508
2022-10-03 7:3:27.4120,0.079,0.012,-1.021,-0.73,0.51,0.17,0.02,-0.03,0.01,101825.508
2022-10-03 7:3:27.4220,0.006,0.093,-1.109,0.22,0.28,0.44,0.01,-0.01,0.01,101825.508
2022-10-03 7:3:27.4320,0.038,0.012,-0.978,-0.17,-1.15,0.37,0.01,-0.05,0.01,101825.508
2022-10-03 7:3:27.4420,0.066,0.006,-1.042,0.14,-0.31,0.17,-0.0,-0.05,0.01,101825.508
2022-10-03 7:3:27.4520,0.076,-0.044,-0.965,-0.27,-0.33,0.28,-0.01,-0.07,0.01,101825.508
2022-10-03 7:3:27.4610,0.131,0.016,-1.021,-0.37,0.23,-0.08,0.01,-0.06,0.01,101825.508
2022-10-03 7:3:27.4710,0.105,0.014,-1.007,-0.8,-0.51,-0.04,-0.01,-0.08,0.02,101825.508
2022-10-03 7:3:27.4810,0.114,-0.017,-1.08,-0.8,-0.51,-0.04,0.01,-0.03,0.01,101825.508
2022-10-03 7:3:27.4910,0.09,0.006,-1.06,-0.53,-0.31,0.54,-0.01,-0.06,0.0,101825.508
2022-10-03 7:3:27.5010,0.142,-0.048,-0.976,-1.01,0.31,0.16,-0.0,-0.04,-0.01,101825.508
2022-10-03 7:3:27.5110,0.056,-0.036,-1.083,-0.82,0.16,0.29,-0.01,-0.0,0.0,101825.508
2022-10-03 7:3:27.5210,0.032,0.018,-1.005,-0.82,0.16,0.29,-0.02,-0.06,-0.0,101825.508
2022-10-03 7:3:27.5310,0.125,-0.064,-1.023,-1.03,0.05,-0.09,-0.03,-0.03,0.01,101825.508
2022-10-03 7:3:27.5410,0.059,-0.003,-1.04,-0.28,0.38,0.5,-0.06,-0.08,0.0,101825.508
2022-10-03 7:3:27.5510,0.077,-0.108,-0.979,-0.75,0.33,0.08,-0.1,-0.1,0.04,101825.508
2022-10-03 7:3:27.5610,-0.04,0.002,-1.11,0.33,0.77,1.01,-0.04,0.04,0.01,101825.508
2022-10-03 7:3:27.5710,0.038,0.079,-1.072,0.6,-1.06,0.31,-0.05,0.01,0.03,101825.508
2022-10-03 7:3:27.5810,0.017,0.051,-1.032,0.6,-1.06,0.31,-0.05,-0.0,0.03,101825.508
2022-10-03 7:3:27.5910,-0.034,0.098,-1.064,-0.3,-0.41,0.56,-0.03,-0.01,0.02,101825.508
2022-10-03 7:3:27.6010,0.042,0.03,-1.042,0.65,-1.02,0.56,-0.01,0.02,0.02,101825.508
2022-10-03 7:3:27.6110,0.024,0.041,-1.011,0.11,-0.63,0.73,0.0,0.02,0.01,101825.508
2022-10-03 7:3:27.6200,0.019,-0.022,-1.062,0.12,-0.18,0.58,-0.02,0.01,0.02,101825.508
2022-10-03 7:3:27.6310,0.022,-0.042,-1.019,0.12,-0.18,0.58,-0.02,0.01,0.02,101825.508
2022-10-03 7:3:27.6410,0.016,-0.014,-0.977,0.09,0.4,0.5,-0.03,0.02,0.02,101825.508
2022-10-03 7:3:27.6500,0.025,-0.04,-1.055,0.11,0.09,-0.35,-0.03,0.05,0.02,101825.508
2022-10-03 7:3:27.6600,0.021,-0.025,-0.984,0.14,0.25,0.55,-0.04,0.04,0.02,101825.508
2022-10-03 7:3:27.6700,0.015,-0.046,-1.023,0.06,0.21,-0.14,-0.06,0.02,0.02,101825.508
2022-10-03 7:3:27.6800,0.014,-0.024,-1.052,0.16,0.29,0.07,-0.04,0.05,0.02,101825.508
2022-10-03 7:3:27.6900,0.007,-0.014,-1.05,0.09,0.32,0.63,-0.04,0.05,0.02,101825.508
2022-10-03 7:3:27.7000,0.009,-0.014,-1.044,0.28,0.03,0.38,-0.04,0.05,0.02,101825.508
2022-10-03 7:3:27.7100,-0.002,-0.005,-1.007,0.3144705668091774,0.01,0.18,-0.04,0.06,0.02,101825.508
2022-10-03 7:3:27.7200,0.005,0.0,-1.045,0.33,-0.03,0.27,-0.04,0.05,0.02,101825.508
2022-10-03 7:3:27.7300,0.0,0.013,-1.014,0.33,-0.03,0.27,-0.03,0.06,0.02,101825.508
2022-10-03 7:3:27.7400,-0.005,0.017,-0.981,0.4,-0.24,-0.19,-0.02,0.06,0.02,101825.508
2022-10-03 7:3:27.7500,-0.007,0.005,-1.009,0.4,-0.24,-0.19,-0.02,0.06,0.02,101825.508
2022-10-03 7:3:27.7590,-0.011,0.013,-0.973,0.4,-0.12,0.0,-0.01,0.06,0.02,101825.508
2022-10-03 7:3:27.7690,-0.014,-0.001,-0.973,0.45,-0.15,-0.06,-0.01,0.06,0.01,101825.508
2022-10-03 7:3:27.7800,-0.016,-0.008,-0.972,0.48,-0.11,-0.33,-0.0,0.06,0.01,101825.508
2022-10-03 7:3:27.7890,-0.008,-0.013,-0.962,0.55,0.03,-0.23,-0.0,0.06,0.01,101825.508
2022-10-03 7:3:27.8000,-0.006,-0.021,-0.988,0.43,0.15,-0.2,0.0,0.06,0.01,101825.508
2022-10-03 7:3:27.8090,-0.008,-0.025,-0.991,0.43,0.15,-0.2,0.0,0.06,0.01,101825.508
2022-10-03 7:3:27.8190,-0.01,-0.038,-1.003,0.49,0.28,-0.04,-0.0,0.06,0.01,101825.508
2022-10-03 7:3:27.8290,-0.012,-0.03,-1.01,0.5,0.31,0.12,0.0,0.06,0.01,101825.508
2022-10-03 7:3:27.8390,-0.011,-0.02,-0.987,0.5,0.31,0.12,0.01,0.06,0.01,101825.508
2022-10-03 7:3:27.8490,-0.006,-0.023,-0.981,0.51,0.15,-0.05,0.01,0.05,0.01,101825.508
2022-10-03 7:3:27.8590,-0.006,-0.019,-0.969,0.47,0.17,-0.16,0.02,0.05,0.01,101825.508
2022-10-03 7:3:27.8690,-0.007,-0.021,-0.957,0.47,0.14,-0.38,0.02,0.04,0.01,101825.508
2022-10-03 7:3:27.8790,-0.007,-0.024,-0.952,0.47,0.14,-0.38,0.03,0.04,0.01,101825.508
2022-10-03 7:3:27.8890,-0.008,-0.029,-0.946,0.46,0.16,-0.45,0.03,0.04,0.01,101825.508
2022-10-03 7:3:27.8980,-0.014,-0.03,-0.957,0.52,0.23,-0.46,0.03,0.03,0.01,101825.508
2022-10-03 7:3:27.9090,-0.009,-0.026,-0.952,0.52,0.23,-0.46,0.03,0.03,0.01,101825.508
2022-10-03 7:3:27.9190,-0.019,-0.034,-0.961,0.56,0.24,-0.44,0.04,0.03,0.0,101825.508
2022-10-03 7:3:27.9290,-0.004,-0.026,-0.962,0.57,0.2,-0.33,0.04,0.04,-0.0,101825.508
2022-10-03 7:3:27.9380,-0.021,-0.058,-0.956,0.43,0.34,-0.52,0.03,0.01,-0.0,101825.508
2022-10-03 7:3:27.9480,-0.031,-0.033,-0.98,0.43,0.34,-0.52,0.04,0.02,-0.0,101825.508
2022-10-03 7:3:27.9580,-0.001,-0.027,-0.951,0.74,0.41,-0.1,0.04,0.02,-0.0,101825.508
2022-10-03 7:3:27.9680,-0.025,0.01,-0.973,0.5,-0.01,-0.46,0.07,0.02,-0.01,101825.508
2022-10-03 7:3:27.9790,-0.028,0.007,-0.968,0.5,-0.01,-0.46,0.08,0.01,-0.01,101825.508
2022-10-03 7:3:27.9880,-0.001,-0.02,-0.952,0.46,-0.01,-0.44,0.08,0.01,-0.01,101825.508
2022-10-03 7:3:27.9980,-0.02,-0.044,-0.967,0.46,-0.01,-0.44,0.08,0.01,-0.01,101825.508
2022-10-03 7:3:28.0080,-0.02,-0.064,-0.962,0.54,0.24,-0.38,0.07,0.0,-0.01,101825.508
2022-10-03 7:3:28.0180,-0.014,-0.072,-0.967,0.64,0.38,-0.37,0.07,0.01,-0.01,101825.508
2022-10-03 7:3:28.0280,-0.032,-0.062,-0.967,0.53,0.61,-0.31,0.07,-0.0,-0.02,101825.508
2022-10-03 7:3:28.0380,-0.018,-0.084,-0.965,0.69,0.43,-0.36,0.07,0.0,-0.02,101825.508
2022-10-03 7:3:28.0480,-0.02,-0.072,-0.948,0.59,0.58,-0.51,0.06,-0.0,-0.03,101825.508
2022-10-03 7:3:28.0580,-0.023,-0.07,-0.971,0.59,0.58,-0.51,0.06,-0.01,-0.03,101825.508
2022-10-03 7:3:28.0680,-0.021,-0.041,-0.97,0.64,0.54,-0.35,0.07,-0.01,-0.03,101825.508
2022-10-03 7:3:28.0770,-0.028,-0.035,-0.967,0.64,0.13,-0.33,0.07,-0.01,-0.03,101825.508
2022-10-03 7:3:28.0880,-0.02,-0.044,-0.973,0.64,0.13,-0.33,0.07,-0.01,-0.03,101825.508
2022-10-03 7:3:28.0980,-0.014,-0.032,-0.971,0.66,0.23,-0.23,0.08,-0.01,-0.03,101825.508
2022-10-03 7:3:28.1070,-0.017,-0.031,-0.988,0.56,0.09,-0.12,0.08,-0.02,-0.04,101825.508
2022-10-03 7:3:28.1170,-0.01,-0.034,-0.976,0.52,0.09,-0.2,0.07,-0.02,-0.04,101825.508
2022-10-03 7:3:28.1280,-0.013,-0.048,-0.991,0.52,0.09,-0.2,0.07,-0.02,-0.04,101825.508
2022-10-03 7:3:28.1370,-0.019,-0.048,-0.996,0.57,0.26,-0.03,0.06,-0.02,-0.04,101825.508
2022-10-03 7:3:28.1470,-0.024,-0.035,-0.985,0.57,0.26,-0.03,0.06,-0.02,-0.04,101825.508
2022-10-03 7:3:28.1570,-0.036,-0.038,-0.992,0.71,0.1,-0.1,0.05,-0.02,-0.04,101825.508
2022-10-03 7:3:28.1670,-0.042,-0.032,-0.986,0.71,0.1,-0.1,0.05,-0.02,-0.04,101825.31
2022-10-03 7:3:28.1770,-0.049,-0.026,-0.99,0.77,0.1,-0.1,0.04,-0.02,-0.04,101825.31
2022-10-03 7:3:28.1870,-0.058,-0.023,-0.995,0.83,0.02,-0.11,0.04,-0.02,-0.04,101825.31
2022-10-03 7:3:28.1970,-0.059,-0.029,-0.996,0.91,-0.03,-0.06,0.03,-0.02,-0.04,101825.31
2022-10-03 7:3:28.2070,-0.052,-0.032,-0.995,0.95,-0.01,-0.02,0.03,-0.01,-0.04,101825.31
2022-10-03 7:3:28.2170,-0.041,-0.017,-1.0,0.8,-0.04,0.0,0.03,-0.02,-0.04,101825.31
2022-10-03 7:3:28.2270,-0.037,-0.005,-1.004,0.8,-0.04,0.0,0.02,-0.02,-0.04,101825.31
2022-10-03 7:3:28.2370,-0.038,-0.001,-1.012,0.71,-0.2,0.03,0.02,-0.02,-0.03,101825.31
2022-10-03 7:3:28.2460,-0.035,0.006,-1.013,0.69,-0.32,0.15,0.02,-0.02,-0.03,101825.31
2022-10-03 7:3:28.2570,-0.028,0.008,-1.012,0.63,-0.36,0.12,0.01,-0.01,-0.03,101825.31
2022-10-03 7:3:28.2660,-0.031,0.011,-1.014,0.63,-0.36,0.12,0.01,-0.01,-0.03,101825.31
2022-10-03 7:3:28.2760,-0.031,0.01,-1.007,0.63,-0.4,0.12,-0.0,-0.01,-0.02,101825.31
2022-10-03 7:3:28.2860,-0.021,0.012,-0.997,0.54,-0.39,0.0,-0.01,-0.0,-0.01,101825.31
2022-10-03 7:3:28.2960,-0.009,0.021,-0.994,0.42,-0.46,-0.06,-0.02,-0.0,-0.01,101825.31
2022-10-03 7:3:28.3060,0.003,0.023,-0.998,0.28,-0.51,-0.03,-0.03,-0.0,-0.0,101825.31
2022-10-03 7:3:28.3160,0.016,0.03,-1.002,0.28,-0.51,-0.03,-0.03,0.0,-0.0,101825.31
2022-10-03 7:3:28.3260,0.018,0.035,-1.007,0.17,-0.55,0.01,-0.03,0.0,0.0,101825.31
2022-10-03 7:3:28.3360,0.028,0.036,-1.014,0.09,-0.6,0.02,-0.03,0.01,0.0,101825.31
2022-10-03 7:3:28.3450,0.039,0.021,-1.006,0.04,-0.65,0.15,-0.03,0.01,0.0,101825.31
2022-10-03 7:3:28.3550,0.046,0.006,-1.01,-0.15,-0.4,0.1,-0.04,0.01,0.01,101825.31
2022-10-03 7:3:28.3660,0.064,-0.003,-0.995,-0.15,-0.4,0.1,-0.04,0.01,0.01,101825.31
2022-10-03 7:3:28.3760,0.048,0.003,-1.012,-0.31,-0.23,-0.01,-0.05,0.01,0.01,101825.31
2022-10-03 7:3:28.3850,0.054,-0.005,-1.002,-0.27,-0.31,0.03,-0.05,0.01,0.02,101825.31
2022-10-03 7:3:28.3950,0.063,-0.012,-0.994,-0.38,-0.18,-0.02,-0.06,0.01,0.02,101825.31
2022-10-03 7:3:28.4050,0.053,-0.02,-0.994,-0.38,-0.18,-0.02,-0.07,0.01,0.02,101825.31
2022-10-03 7:3:28.4150,0.066,-0.021,-1.004,-0.3327623749896884,-0.05,0.05,-0.08,0.01,0.02,101825.31
2022-10-03 7:3:28.4250,0.08,-0.025,-0.999,-0.34,-0.05,0.05,-0.08,0.02,0.02,101825.31
2022-10-03 7:3:28.4350,0.075,-0.014,-1.0,-0.5,-0.05,-0.04,-0.09,0.02,0.02,101825.31
2022-10-03 7:3:28.4450,0.084,-0.014,-1.0,-0.5,-0.07,0.07,-0.08,0.02,0.02,101825.31
2022-10-03 7:3:28.4550,0.095,-0.002,-0.992,-0.5,-0.07,0.07,-0.08,0.02,0.02,101825.31
2022-10-03 7:3:28.4650,0.095,0.006,-1.003,-0.63,-0.15,-0.11,-0.08,0.02,0.02,101825.31
2022-10-03 7:3:28.4750,0.089,0.013,-0.998,-0.66,-0.22,0.0,-0.08,0.02,0.02,101825.31
2022-10-03 7:3:28.4850,0.1,0.013,-0.988,-0.57,-0.31,-0.03,-0.08,0.02,0.02,101825.31
2022-10-03 7:3:28.4950,0.107,0.011,-0.992,-0.65,-0.31,-0.07,-0.08,0.02,0.02,101825.31
2022-10-03 7:3:28.5050,0.093,0.01,-0.992,-0.73,-0.3,-0.08,-0.08,0.02,0.02,101825.31
2022-10-03 7:3:28.5150,0.087,0.004,-1.003,-0.68,-0.27,-0.11,-0.08,0.02,0.02,101825.31
2022-10-03 7:3:28.5250,0.095,0.006,-0.997,-0.54,-0.23,0.02,-0.07,0.02,0.02,101825.31
2022-10-03 7:3:28.5350,0.096,0.011,-1.011,-0.58,-0.21,-0.01,-0.07,0.01,0.02,101825.31
2022-10-03 7:3:28.5440,0.071,0.012,-0.98,-0.63,-0.23,0.04,-0.08,0.01,0.03,101825.31
2022-10-03 7:3:28.5540,0.087,-0.01,-1.005,-0.48,-0.05,-0.1,-0.07,0.01,0.01,101825.31
2022-10-03 7:3:28.5640,0.107,0.004,-0.987,-0.48,-0.05,-0.1,-0.04,0.06,0.02,101825.31
2022-10-03 7:3:28.5740,0.082,-0.037,-0.977,-0.43,0.2,-0.48,-0.05,0.04,0.02,101825.31
2022-10-03 7:3:28.5840,0.099,0.033,-1.009,-0.43,0.2,-0.48,-0.04,0.03,0.02,101825.31
2022-10-03 7:3:28.5940,0.069,-0.028,-0.971,-0.48,-0.28,0.1,-0.05,-0.0,0.02,101825.31
2022-10-03 7:3:28.6040,0.051,0.014,-1.031,-0.2,-0.07,0.36,-0.04,0.03,0.02,101825.31
2022-10-03 7:3:28.6140,0.046,-0.034,-1.0,0.04,0.01,-0.12,-0.04,0.02,0.02,101825.31
2022-10-03 7:3:28.6310,0.039,0.003,-0.996,-0.11,0.07,0.14,-0.03,0.04,0.01,101825.31
2022-10-03 7:3:28.6330,0.032,-0.013,-0.999,0.27,-0.15,-0.13,-0.05,0.01,0.02,101825.31
2022-10-03 7:3:28.6440,0.077,-0.008,-0.976,-0.3,0.12,-0.01,-0.05,0.01,0.02,101825.31
2022-10-03 7:3:28.6540,0.026,0.009,-0.962,-0.3,0.12,-0.01,-0.05,0.0,0.03,101825.31
2022-10-03 7:3:28.6630,0.034,0.001,-1.0,-0.01,-0.21,-0.47,-0.11,0.0,0.04,101825.31
2022-10-03 7:3:28.6740,0.043,0.094,-0.954,-0.23,-0.67,-0.48,-0.07,-0.06,0.01,101825.31
2022-10-03 7:3:28.6840,0.128,0.004,-0.989,-0.54,-0.55,0.21,-0.01,0.06,0.02,101825.31
2022-10-03 7:3:28.6940,0.064,0.061,-0.971,-0.54,-0.55,0.21,0.01,0.07,0.03,101825.31
2022-10-03 7:3:28.7030,0.06,-0.006,-0.982,-0.15,-0.12,-0.1,-0.03,-0.02,0.03,101825.31
2022-10-03 7:3:28.7130,0.11,0.102,-0.982,-0.15,-0.12,-0.1,0.07,0.09,0.03,101825.31
2022-10-03 7:3:28.7230,0.042,0.031,-1.06,-0.7,-0.7,0.19,0.01,-0.03,0.03,101825.31
2022-10-03 7:3:28.7330,0.114,0.076,-0.957,0.08,-0.76,-0.33,0.02,0.05,0.01,101825.31
2022-10-03 7:3:28.7430,0.182,-0.025,-0.896,-0.28,-0.52,0.97,-0.06,-0.08,0.04,101825.31
2022-10-03 7:3:28.7530,0.083,-0.06,-1.026,-1.28,-0.39,-2.01,-0.0,-0.02,0.02,101825.31
2022-10-03 7:3:28.7630,0.12,-0.048,-0.962,-0.55,0.79,0.91,-0.0,0.0,0.02,101825.31
2022-10-03 7:3:28.7730,0.104,-0.078,-1.036,-0.58,0.25,-0.62,-0.01,-0.03,0.01,101825.31
2022-10-03 7:3:28.7830,0.098,-0.055,-0.924,-0.53,0.84,0.17,-0.03,-0.02,0.01,101825.31
2022-10-03 7:3:28.7930,0.057,-0.111,-1.054,-0.19,0.93,0.07,-0.03,-0.0,0.02,101825.31
2022-10-03 7:3:28.8030,0.082,-0.052,-0.887,-0.19,0.93,0.07,-0.03,-0.02,0.03,101825.31
2022-10-03 7:3:28.8130,0.102,-0.034,-1.034,-0.29,0.64,-0.45,-0.03,-0.01,0.03,101825.31
2022-10-03 7:3:28.8220,0.073,0.026,-0.967,-0.55,-0.14,-0.11,-0.03,-0.01,0.03,101825.31
2022-10-03 7:3:28.8330,0.028,0.008,-1.038,-0.55,-0.14,-0.11,-0.02,-0.01,0.02,101825.31
2022-10-03 7:3:28.8420,0.053,0.018,-0.974,0.15,-0.27,0.12,-0.0,-0.01,0.02,101825.31
2022-10-03 7:3:28.8520,0.07,0.022,-0.931,0.05,-0.2,0.13,0.0,-0.02,0.02,101825.31
2022-10-03 7:3:28.8620,0.082,0.004,-0.958,-0.25,-0.25,-0.44,0.01,-0.03,0.02,101825.31
2022-10-03 7:3:28.8720,0.097,0.013,-0.957,-0.25,-0.25,-0.44,0.01,-0.04,0.02,101825.31
2022-10-03 7:3:28.8820,0.076,-0.012,-1.016,-0.53,-0.07,-0.48,-0.0,-0.04,0.02,101825.31
2022-10-03 7:3:28.8920,0.052,-0.022,-1.017,-0.45,-0.16,-0.04,-0.0,-0.03,0.02,101825.31
2022-10-03 7:3:28.9020,0.088,-0.011,-0.95,-0.09,0.2,0.3,-0.0,-0.03,0.02,101825.31
2022-10-03 7:3:28.9120,0.089,-0.001,-0.994,-0.28,0.04,-0.36,-0.01,-0.04,0.01,101825.31
2022-10-03 7:3:28.9220,0.087,-0.004,-1.011,-0.49,-0.05,-0.27,-0.0,-0.03,0.01,101825.31
2022-10-03 7:3:28.9320,0.099,-0.01,-0.988,-0.43,-0.04,0.14,-0.0,-0.04,0.01,101825.31
2022-10-03 7:3:28.9420,0.117,-0.032,-0.962,-0.48,-0.05,-0.03,-0.01,-0.04,0.01,101825.31
